"I rok studia stacjonarne I stopnia, kierunek Pielęgniarstwo, r.ak. 2025/2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,PONIEDZIAŁEK,,,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,WTOREK,,,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,ŚRODA,,,,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,CZWARTEK ,,,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK,PIĄTEK
,,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Socjologia seminaria,Psychologia seminaria 2MB,Psychologia seminaria 2MB,Psychologia seminaria 2MB,Psychologia seminaria 2MB,Psychologia seminaria 2MB,Psychologia seminaria 2MB,"Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.","Psychologia seminaria S4                         
1 spotkanie po 3 godz. dyd.",Anatomia ćwiczenia,Pedagogika                                ,Pedagogika                                ,"Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Prawo medyczne seminaria 
","Badanie fizykalne seminaria
NZC","Badanie fizykalne seminaria
NZC","Badanie fizykalne seminaria
NZC","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)",Psychologia (ćwiczenia),Psychologia (ćwiczenia),Psychologia (ćwiczenia),Język angielski,,,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Anatomia,Socjologia seminaria,Pedagogika seminaria,Pedagogika seminaria,Pedagogika ćwiczenia,Pedagogika ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,"Prawo medyczne (seminaria) 
","Prawo medyczne (seminaria) 
","Prawo medyczne (seminaria) 
",Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,"Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup)","Psychologia (ćwiczenia)
","Psychologia (ćwiczenia)
",Język angielski,,,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Anatomia,Socjologia seminaria,"Psychologia (ćwiczenia)
aula  wykładowa im. Grzywo - Dąbrowskiego ul. Oczki 1 
bez gr 2a i 2b","Psychologia (ćwiczenia)
aula  wykładowa im. Grzywo - Dąbrowskiego ul. Oczki 1 
bez gr 2a i 2b","Psychologia (ćwiczenia)
aula  wykładowa im. Grzywo - Dąbrowskiego ul. Oczki 1 
bez gr 2a i 2b",Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Biochemia seminaria                                   ,Biochemia seminaria                                   ,Biochemia seminaria                                   ,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,"Badanie fizykalne seminaria NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii","Badanie fizykalne seminaria NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii","Badanie fizykalne seminaria NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup) w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii","Badanie fizykalne ćwiczenia
NZC (5 spotkań po 3 godz. dla każdej z grup) w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii",Język angielski,Język angielski,,,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Fizjologia seminaria,Fizjologia seminaria,Fizjologia seminaria,Fizjologia seminaria,Fizjologia seminaria,Fizjologia seminaria,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Fizjologia ćwiczenia,Pedagogika                        5 spotkań po 3 godz.,Pedagogika                        5 spotkań po 3 godz.,Socjologia seminaria,Socjologia seminaria,"Biochemia seminaria                              
5 spotkanie 2 godz.","Biochemia seminaria                              
5 spotkanie 2 godz.","Biochemia seminaria                              
5 spotkanie 2 godz.","Prawo medyczne (seminaria)             
","Prawo medyczne (seminaria)             
","Prawo medyczne (seminaria)             
",Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,"Badanie fizykalne ćwiczenia NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii 
(5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii 
(5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia NZC w Zakładzie Profilaktyki Zagrożeń Środowiskowych, Alergologii i Immunologii 
(5 spotkań po 3 godz. dla każdej z grup)","Psychologia (ćwiczenia)
","Psychologia (ćwiczenia)
","Psychologia (ćwiczenia)
",Język angielski 15 spotkań po 2 godz,,,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Podst. Piel. zajęcia praktyczne,Język angielski,"Biochemia seminaria,   5 spotkań po 2 godz.","Biochemia seminaria,   5 spotkań po 2 godz.","Biochemia seminaria,   5 spotkań po 2 godz.","Anatomia ćwiczenia,              10 spotkań po 3 godz. ","Psychologia seminaria 2MB, 1 spotkanie po 2 godz.","Psychologia seminaria 2MB, 1 spotkanie po 2 godz.","Psychologia seminaria 2MB, 1 spotkanie po 2 godz.","Psychologia seminaria S4, 1 spotkania po 2 godz. dydaktyczne ","Psychologia seminaria S4, 1 spotkania po 2 godz. dydaktyczne ","Psychologia seminaria S4, 1 spotkania po 2 godz. dydaktyczne ",Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,Badanie fizykalne seminaria NZC,"Badanie fizykalne ćwiczenia NZC 
(5 spotkań po 3 godz. dla każdej z grup)","Badanie fizykalne ćwiczenia NZC 
(5 spotkań po 3 godz. dla każdej z grup)","Psychologia (ćwiczenia), 3 pierwsze spotkania po 3 godz. Studium psychologii Zdrowia; 
2 ostatnie spotkania po 3 godz. Studium Komunikacji Medycznej","Psychologia (ćwiczenia), 3 pierwsze spotkania po 3 godz. Studium psychologii Zdrowia; 
2 ostatnie spotkania po 3 godz. Studium Komunikacji Medycznej",Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Etyka zawodu pielęgniarki,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka,Pedagogika ćwiczenia - 1 spotkanie po 5 godz.                                                       lokalizacja zajęć ul. Ciołka
,,13.10. - 19.01.,13.10. - 19.01.,13.10. - 19.01.,13.10. - 19.01.,13.10. - 19.01.,13.10. - 19.01.,13.10. - 27.10,13.10,20.10,27.10,03.11,17.11,24.11,13.10,20.10,27.10,03.11,17.11,24.11,01.12,08.12.,08.12.,"13.10. - 12.01. 
",13.10 - 17.11,24.11 - 12.01,13.10,03.11,24.11,01.12,08.12,15.12,12.01,19.01,03.11.,17.11.,24.11.,01.12,08.12,15.12,12.01,19.01,01.12,08.12,15.12,12.01,19.01,"20.10. - 17.11.
",24.11.,"01.12. - 19.01.
(bez 05.01.)
",cały semestr,,,14.10. - 20.01.,14.10. - 20.01.,14.10. - 20.01.,14.10. - 20.01.,14.10. - 20.01.,14.10. - 20.01.,14.10 - 13.01,07.10. - 21.10.,07.10. - 04.11.,18.11 - 16.12,2025-01-13 00:00:00,2025-01-20 00:00:00,28.10 - 18.11,28.10 - 18.11,25.11 - 09.12,25.11 - 09.12,16.12 - 20.01,16.12 - 20.01,2025-10-07 00:00:00,2025-10-14 00:00:00,2025-10-21 00:00:00,07.10.,28.10.,04.11.,18.11 -16.12,18.11 -16.12,18.11 - 16.12,21.10. - 25.11.,02.12 - 20.01,cały semestr,,,08.10. - 21.01.,08.10. - 21.01.,08.10. - 21.01.,08.10. - 21.01.,08.10. - 21.01.,08.10. - 21.01.,"08.10 - 14.01 (bez 12.11, 17.12 i 07.01)",01.10. - 15.10.,22.10. - 19.11.,26.11 - 17.12.,07.01.,01.10 - 15.10,01.10 - 15.10,22.10 - 05.11,22.10 - 05.11,12.11 - 26.11,12.11 - 26.11,03.12. - 17.12.,03.12. - 17.12.,07.01 - 21.01,07.01 - 21.01,01.10 - 29.10,05.11 - 03.12,10.12 - 21.01,2025-10-01 00:00:00,2025-10-08 00:00:00,2025-10-15 00:00:00,2025-10-22 00:00:00,2025-10-29 00:00:00,2025-11-12 00:00:00,2025-11-19 00:00:00,2025-11-26 00:00:00,2025-12-03 00:00:00,2025-12-10 00:00:00,2025-12-17 00:00:00,2025-01-07 00:00:00,2025-01-14 00:00:00,2025-01-21 00:00:00,22.10.,29.10.,2025-11-26 00:00:00,10.12 - 21.01.,10.12 - 21.01.,cały semestr,19.11.,,,09.10. - 23.01.,09.10. - 23.01.,09.10. - 23.01.,09.10. - 23.01.,09.10. - 23.01.,09.10. - 23.01.,02.10 - 30.10,02.10 - 30.10,06.11 - 04.12,06.11 - 04.12,11.12 - 22.01,11.12 - 22.01,02.10. - 16.10.,02.10. - 16.10.,23.10 - 06.11,23.10 - 06.11,13.11 - 27.11,13.11 - 27.11,04.12 - 18.12,04.12 - 18.12,08.01 - 22.01,08.01 - 22.01,02.10. - 30.10.,06.11. - 04.12.,09.10. - 23.10.,30.10. - 13.11.,02.10 - 30.10,06.11 - 04.12,11.12 - 22.01,23.10.,06.11.,27.11.,30.10.,20.11.,27.11.,04.12.,11.12. - 22.01.,11.12. - 22.01.,11.12. - 22.01.,23.10. - 20.11.,27.11 - 08.01,15.01.,cały semestr,,,10.10. - 23.01.,10.10. - 23.01.,10.10. - 23.01.,10.10. - 23.01.,10.10. - 23.01.,10.10. - 23.01.,cały semestr,03.10 - 31.10,07.11 - 05.12,12.12 - 23.01,24.10 - 16.01 (bez 14.11 ),03.10.,10.10.,17.10.,03.10.,10.10.,17.10.,07.11.,14.11.,21.11.,28.11.,05.12 - 16.01,05.12 - 16.01.,07.11 - 05.12,12.12 - 23.01,03.10.,17.10.,24.10.,2025-11-07 00:00:00,07.11.,14.11.,21.11.,28.11.,05.12.,05.12.,12.12.,12.12.,19.12.,09.01.,16.01.,16.01.,23.01.
